LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
KOR,ROADACCID,DEATH,NBR,A,1998,9057,
KOR,ROADACCID,DEATH,NBR,A,1999,9353,
KOR,ROADACCID,DEATH,NBR,A,2000,10236,
KOR,ROADACCID,DEATH,NBR,A,2001,8097,
KOR,ROADACCID,DEATH,NBR,A,2002,7222,
KOR,ROADACCID,DEATH,NBR,A,2003,7212,
KOR,ROADACCID,DEATH,NBR,A,2004,6563,
KOR,ROADACCID,DEATH,NBR,A,2005,6376,
KOR,ROADACCID,DEATH,NBR,A,2006,6327,
KOR,ROADACCID,DEATH,NBR,A,2007,6166,
KOR,ROADACCID,DEATH,NBR,A,2008,5870,
KOR,ROADACCID,DEATH,NBR,A,2009,5838,
KOR,ROADACCID,DEATH,NBR,A,2010,5505,
KOR,ROADACCID,DEATH,NBR,A,2011,5229,
KOR,ROADACCID,DEATH,NBR,A,2012,5392,
KOR,ROADACCID,DEATH,NBR,A,2013,5092,
KOR,ROADACCID,DEATH,NBR,A,2014,4762,
KOR,ROADACCID,DEATH,NBR,A,2015,4621,
KOR,ROADACCID,DEATH,NBR,A,2016,4292,
KOR,ROADACCID,DEATH,NBR,A,2017,4185,
KOR,ROADACCID,DEATH,NBR,A,2018,3781,
KOR,ROADACCID,DEATH,NBR,A,2019,3349,
JPN,ROADACCID,DEATH,NBR,A,1994,12772,
JPN,ROADACCID,DEATH,NBR,A,1995,12675,
JPN,ROADACCID,DEATH,NBR,A,1996,11675,
JPN,ROADACCID,DEATH,NBR,A,1997,11256,
JPN,ROADACCID,DEATH,NBR,A,1998,10808,
JPN,ROADACCID,DEATH,NBR,A,1999,10378,
JPN,ROADACCID,DEATH,NBR,A,2000,10410,
JPN,ROADACCID,DEATH,NBR,A,2001,10071,
JPN,ROADACCID,DEATH,NBR,A,2002,9645,
JPN,ROADACCID,DEATH,NBR,A,2003,8944,
JPN,ROADACCID,DEATH,NBR,A,2004,8572,
JPN,ROADACCID,DEATH,NBR,A,2005,7997,
JPN,ROADACCID,DEATH,NBR,A,2006,7336,
JPN,ROADACCID,DEATH,NBR,A,2007,6695,
JPN,ROADACCID,DEATH,NBR,A,2008,6079,
JPN,ROADACCID,DEATH,NBR,A,2009,5840,
JPN,ROADACCID,DEATH,NBR,A,2010,5828,
JPN,ROADACCID,DEATH,NBR,A,2011,5535,
JPN,ROADACCID,DEATH,NBR,A,2012,5261,
JPN,ROADACCID,DEATH,NBR,A,2013,5165,
JPN,ROADACCID,DEATH,NBR,A,2014,4837,
JPN,ROADACCID,DEATH,NBR,A,2015,4885,
JPN,ROADACCID,DEATH,NBR,A,2016,4698,
JPN,ROADACCID,DEATH,NBR,A,2017,4431,
JPN,ROADACCID,DEATH,NBR,A,2018,4166,
JPN,ROADACCID,DEATH,NBR,A,2019,3920,
GRC,ROADACCID,DEATH,NBR,A,1994,1909,
GRC,ROADACCID,DEATH,NBR,A,1995,2043,
GRC,ROADACCID,DEATH,NBR,A,1996,2157,
GRC,ROADACCID,DEATH,NBR,A,1997,2105,
GRC,ROADACCID,DEATH,NBR,A,1998,2182,
GRC,ROADACCID,DEATH,NBR,A,1999,2116,
GRC,ROADACCID,DEATH,NBR,A,2000,2037,
GRC,ROADACCID,DEATH,NBR,A,2001,1880,
GRC,ROADACCID,DEATH,NBR,A,2002,1634,
GRC,ROADACCID,DEATH,NBR,A,2003,1605,
GRC,ROADACCID,DEATH,NBR,A,2004,1670,
GRC,ROADACCID,DEATH,NBR,A,2005,1658,
GRC,ROADACCID,DEATH,NBR,A,2006,1657,
GRC,ROADACCID,DEATH,NBR,A,2007,1612,
GRC,ROADACCID,DEATH,NBR,A,2008,1553,
GRC,ROADACCID,DEATH,NBR,A,2009,1456,
GRC,ROADACCID,DEATH,NBR,A,2010,1258,
GRC,ROADACCID,DEATH,NBR,A,2011,1141,
GRC,ROADACCID,DEATH,NBR,A,2012,988,
GRC,ROADACCID,DEATH,NBR,A,2013,879,
GRC,ROADACCID,DEATH,NBR,A,2014,795,
GRC,ROADACCID,DEATH,NBR,A,2015,793,
GRC,ROADACCID,DEATH,NBR,A,2016,824,
GRC,ROADACCID,DEATH,NBR,A,2017,731,
GRC,ROADACCID,DEATH,NBR,A,2018,700,
GRC,ROADACCID,DEATH,NBR,A,2019,696,P
LTU,ROADACCID,DEATH,NBR,A,1994,765,
LTU,ROADACCID,DEATH,NBR,A,1995,671,
LTU,ROADACCID,DEATH,NBR,A,1996,667,
LTU,ROADACCID,DEATH,NBR,A,1997,726,
LTU,ROADACCID,DEATH,NBR,A,1998,829,
LTU,ROADACCID,DEATH,NBR,A,1999,748,
LTU,ROADACCID,DEATH,NBR,A,2000,641,
LTU,ROADACCID,DEATH,NBR,A,2001,706,
LTU,ROADACCID,DEATH,NBR,A,2002,697,
LTU,ROADACCID,DEATH,NBR,A,2003,709,
LTU,ROADACCID,DEATH,NBR,A,2004,752,
LTU,ROADACCID,DEATH,NBR,A,2005,773,
LTU,ROADACCID,DEATH,NBR,A,2006,760,
LTU,ROADACCID,DEATH,NBR,A,2007,740,
LTU,ROADACCID,DEATH,NBR,A,2008,499,
LTU,ROADACCID,DEATH,NBR,A,2009,370,
LTU,ROADACCID,DEATH,NBR,A,2010,299,
LTU,ROADACCID,DEATH,NBR,A,2011,296,
LTU,ROADACCID,DEATH,NBR,A,2012,302,
LTU,ROADACCID,DEATH,NBR,A,2013,256,
LTU,ROADACCID,DEATH,NBR,A,2014,267,
LTU,ROADACCID,DEATH,NBR,A,2015,242,
LTU,ROADACCID,DEATH,NBR,A,2016,192,
LTU,ROADACCID,DEATH,NBR,A,2017,191,
LTU,ROADACCID,DEATH,NBR,A,2018,173,
LTU,ROADACCID,DEATH,NBR,A,2019,184,
NLD,ROADACCID,DEATH,NBR,A,1994,1298,
NLD,ROADACCID,DEATH,NBR,A,1995,1334,
NLD,ROADACCID,DEATH,NBR,A,1996,1251,B
NLD,ROADACCID,DEATH,NBR,A,1997,1235,
NLD,ROADACCID,DEATH,NBR,A,1998,1149,
NLD,ROADACCID,DEATH,NBR,A,1999,1186,
NLD,ROADACCID,DEATH,NBR,A,2000,1166,
NLD,ROADACCID,DEATH,NBR,A,2001,1083,
NLD,ROADACCID,DEATH,NBR,A,2002,1066,
NLD,ROADACCID,DEATH,NBR,A,2003,1088,
NLD,ROADACCID,DEATH,NBR,A,2004,881,
NLD,ROADACCID,DEATH,NBR,A,2005,817,
NLD,ROADACCID,DEATH,NBR,A,2006,811,
NLD,ROADACCID,DEATH,NBR,A,2007,791,
NLD,ROADACCID,DEATH,NBR,A,2008,750,
NLD,ROADACCID,DEATH,NBR,A,2009,720,
NLD,ROADACCID,DEATH,NBR,A,2010,640,
NLD,ROADACCID,DEATH,NBR,A,2011,661,
NLD,ROADACCID,DEATH,NBR,A,2012,650,
NLD,ROADACCID,DEATH,NBR,A,2013,570,
NLD,ROADACCID,DEATH,NBR,A,2014,570,
NLD,ROADACCID,DEATH,NBR,A,2015,621,
NLD,ROADACCID,DEATH,NBR,A,2016,629,
NLD,ROADACCID,DEATH,NBR,A,2017,613,
NLD,ROADACCID,DEATH,NBR,A,2018,678,
NLD,ROADACCID,DEATH,NBR,A,2019,661,
ESP,ROADACCID,DEATH,NBR,A,1994,5615,
ESP,ROADACCID,DEATH,NBR,A,1995,5751,
ESP,ROADACCID,DEATH,NBR,A,1996,5483,
ESP,ROADACCID,DEATH,NBR,A,1997,5604,
ESP,ROADACCID,DEATH,NBR,A,1998,5957,
ESP,ROADACCID,DEATH,NBR,A,1999,5738,
ESP,ROADACCID,DEATH,NBR,A,2000,5776,
ESP,ROADACCID,DEATH,NBR,A,2001,5517,
ESP,ROADACCID,DEATH,NBR,A,2002,5347,
ESP,ROADACCID,DEATH,NBR,A,2003,5399,
ESP,ROADACCID,DEATH,NBR,A,2004,4741,
ESP,ROADACCID,DEATH,NBR,A,2005,4442,
ESP,ROADACCID,DEATH,NBR,A,2006,4104,
ESP,ROADACCID,DEATH,NBR,A,2007,3823,
ESP,ROADACCID,DEATH,NBR,A,2008,3100,
ESP,ROADACCID,DEATH,NBR,A,2009,2714,
ESP,ROADACCID,DEATH,NBR,A,2010,2478,
ESP,ROADACCID,DEATH,NBR,A,2011,2060,
ESP,ROADACCID,DEATH,NBR,A,2012,1903,
ESP,ROADACCID,DEATH,NBR,A,2013,1680,
ESP,ROADACCID,DEATH,NBR,A,2014,1688,
ESP,ROADACCID,DEATH,NBR,A,2015,1689,
ESP,ROADACCID,DEATH,NBR,A,2016,1810,
ESP,ROADACCID,DEATH,NBR,A,2017,1830,
ESP,ROADACCID,DEATH,NBR,A,2018,1806,
GBR,ROADACCID,DEATH,NBR,A,1994,3807,
GBR,ROADACCID,DEATH,NBR,A,1995,3765,
GBR,ROADACCID,DEATH,NBR,A,1996,3740,
GBR,ROADACCID,DEATH,NBR,A,1997,3743,
GBR,ROADACCID,DEATH,NBR,A,1998,3581,
GBR,ROADACCID,DEATH,NBR,A,1999,3564,
GBR,ROADACCID,DEATH,NBR,A,2000,3580,
GBR,ROADACCID,DEATH,NBR,A,2001,3598,
GBR,ROADACCID,DEATH,NBR,A,2002,3581,
GBR,ROADACCID,DEATH,NBR,A,2003,3658,
GBR,ROADACCID,DEATH,NBR,A,2004,3368,
GBR,ROADACCID,DEATH,NBR,A,2005,3336,
GBR,ROADACCID,DEATH,NBR,A,2006,3298,
GBR,ROADACCID,DEATH,NBR,A,2007,3059,
GBR,ROADACCID,DEATH,NBR,A,2008,2645,
GBR,ROADACCID,DEATH,NBR,A,2009,2337,
GBR,ROADACCID,DEATH,NBR,A,2010,1905,
GBR,ROADACCID,DEATH,NBR,A,2011,1960,
GBR,ROADACCID,DEATH,NBR,A,2012,1802,
GBR,ROADACCID,DEATH,NBR,A,2013,1770,
GBR,ROADACCID,DEATH,NBR,A,2014,1854,
GBR,ROADACCID,DEATH,NBR,A,2015,1804,
GBR,ROADACCID,DEATH,NBR,A,2016,1860,
GBR,ROADACCID,DEATH,NBR,A,2017,1856,
GBR,ROADACCID,DEATH,NBR,A,2018,1837,P
ALB,ROADACCID,DEATH,NBR,A,1994,421,
ALB,ROADACCID,DEATH,NBR,A,1995,306,
ALB,ROADACCID,DEATH,NBR,A,1996,256,
ALB,ROADACCID,DEATH,NBR,A,1997,266,
ALB,ROADACCID,DEATH,NBR,A,1998,308,
ALB,ROADACCID,DEATH,NBR,A,1999,274,
ALB,ROADACCID,DEATH,NBR,A,2000,280,
ALB,ROADACCID,DEATH,NBR,A,2001,297,
ALB,ROADACCID,DEATH,NBR,A,2002,250,
ALB,ROADACCID,DEATH,NBR,A,2003,260,
ALB,ROADACCID,DEATH,NBR,A,2004,315,
ALB,ROADACCID,DEATH,NBR,A,2005,308,
ALB,ROADACCID,DEATH,NBR,A,2006,277,
ALB,ROADACCID,DEATH,NBR,A,2007,384,
ALB,ROADACCID,DEATH,NBR,A,2008,303,
ALB,ROADACCID,DEATH,NBR,A,2009,378,
ALB,ROADACCID,DEATH,NBR,A,2010,353,
ALB,ROADACCID,DEATH,NBR,A,2011,322,
ALB,ROADACCID,DEATH,NBR,A,2012,334,
ALB,ROADACCID,DEATH,NBR,A,2013,295,
ALB,ROADACCID,DEATH,NBR,A,2014,264,
ALB,ROADACCID,DEATH,NBR,A,2015,270,
ALB,ROADACCID,DEATH,NBR,A,2016,269,
ALB,ROADACCID,DEATH,NBR,A,2017,222,
ALB,ROADACCID,DEATH,NBR,A,2018,213,
ALB,ROADACCID,DEATH,NBR,A,2019,227,
ROU,ROADACCID,DEATH,NBR,A,1994,2877,
ROU,ROADACCID,DEATH,NBR,A,1995,2845,
ROU,ROADACCID,DEATH,NBR,A,1996,2845,
ROU,ROADACCID,DEATH,NBR,A,1997,2863,
ROU,ROADACCID,DEATH,NBR,A,1998,2778,
ROU,ROADACCID,DEATH,NBR,A,1999,2505,
ROU,ROADACCID,DEATH,NBR,A,2000,2499,
ROU,ROADACCID,DEATH,NBR,A,2001,2461,
ROU,ROADACCID,DEATH,NBR,A,2002,2398,
ROU,ROADACCID,DEATH,NBR,A,2003,2235,
ROU,ROADACCID,DEATH,NBR,A,2004,2418,
ROU,ROADACCID,DEATH,NBR,A,2005,2641,
ROU,ROADACCID,DEATH,NBR,A,2006,2587,
ROU,ROADACCID,DEATH,NBR,A,2007,2800,
ROU,ROADACCID,DEATH,NBR,A,2008,3065,
ROU,ROADACCID,DEATH,NBR,A,2009,2797,
ROU,ROADACCID,DEATH,NBR,A,2010,2377,
ROU,ROADACCID,DEATH,NBR,A,2011,2018,
ROU,ROADACCID,DEATH,NBR,A,2012,2042,
ROU,ROADACCID,DEATH,NBR,A,2013,1861,
ROU,ROADACCID,DEATH,NBR,A,2014,1818,
ROU,ROADACCID,DEATH,NBR,A,2015,1893,
ROU,ROADACCID,DEATH,NBR,A,2016,1913,
ROU,ROADACCID,DEATH,NBR,A,2017,1951,
ROU,ROADACCID,DEATH,NBR,A,2018,1867,
ROU,ROADACCID,DEATH,NBR,A,2019,1864,
MLT,ROADACCID,DEATH,NBR,A,1999,12,
MLT,ROADACCID,DEATH,NBR,A,2000,15,
MLT,ROADACCID,DEATH,NBR,A,2001,16,
MLT,ROADACCID,DEATH,NBR,A,2002,16,
MLT,ROADACCID,DEATH,NBR,A,2003,17,
MLT,ROADACCID,DEATH,NBR,A,2004,13,
MLT,ROADACCID,DEATH,NBR,A,2005,16,
MLT,ROADACCID,DEATH,NBR,A,2006,10,
MLT,ROADACCID,DEATH,NBR,A,2007,14,
MLT,ROADACCID,DEATH,NBR,A,2008,15,
MLT,ROADACCID,DEATH,NBR,A,2009,21,
MLT,ROADACCID,DEATH,NBR,A,2010,15,
MLT,ROADACCID,DEATH,NBR,A,2011,17,
MLT,ROADACCID,DEATH,NBR,A,2012,9,
MLT,ROADACCID,DEATH,NBR,A,2013,18,
MLT,ROADACCID,DEATH,NBR,A,2014,10,
MLT,ROADACCID,DEATH,NBR,A,2015,11,
MLT,ROADACCID,DEATH,NBR,A,2016,23,
MLT,ROADACCID,DEATH,NBR,A,2017,19,
BEL,ROADACCID,DEATH,NBR,A,1994,1692,
BEL,ROADACCID,DEATH,NBR,A,1995,1505,
BEL,ROADACCID,DEATH,NBR,A,1996,1356,
BEL,ROADACCID,DEATH,NBR,A,1997,1364,
BEL,ROADACCID,DEATH,NBR,A,1998,1500,
BEL,ROADACCID,DEATH,NBR,A,1999,1397,
BEL,ROADACCID,DEATH,NBR,A,2000,1470,
BEL,ROADACCID,DEATH,NBR,A,2001,1486,
BEL,ROADACCID,DEATH,NBR,A,2002,1353,
BEL,ROADACCID,DEATH,NBR,A,2003,1216,
BEL,ROADACCID,DEATH,NBR,A,2004,1163,
BEL,ROADACCID,DEATH,NBR,A,2005,1131,
BEL,ROADACCID,DEATH,NBR,A,2006,1106,
BEL,ROADACCID,DEATH,NBR,A,2007,1094,
BEL,ROADACCID,DEATH,NBR,A,2008,980,
BEL,ROADACCID,DEATH,NBR,A,2009,956,
BEL,ROADACCID,DEATH,NBR,A,2010,850,
BEL,ROADACCID,DEATH,NBR,A,2011,884,
BEL,ROADACCID,DEATH,NBR,A,2012,827,
BEL,ROADACCID,DEATH,NBR,A,2013,764,
BEL,ROADACCID,DEATH,NBR,A,2014,745,
BEL,ROADACCID,DEATH,NBR,A,2015,762,
BEL,ROADACCID,DEATH,NBR,A,2016,670,
BEL,ROADACCID,DEATH,NBR,A,2017,609,
BEL,ROADACCID,DEATH,NBR,A,2018,604,
BEL,ROADACCID,DEATH,NBR,A,2019,646,
CHN,ROADACCID,DEATH,NBR,A,2004,107077,
CHN,ROADACCID,DEATH,NBR,A,2005,98738,
CHN,ROADACCID,DEATH,NBR,A,2006,89455,
CHN,ROADACCID,DEATH,NBR,A,2007,81649,
CHN,ROADACCID,DEATH,NBR,A,2008,73484,
CHN,ROADACCID,DEATH,NBR,A,2009,67759,
CHN,ROADACCID,DEATH,NBR,A,2010,65225,
CHN,ROADACCID,DEATH,NBR,A,2011,62387,
CHN,ROADACCID,DEATH,NBR,A,2012,59997,
CHN,ROADACCID,DEATH,NBR,A,2013,58539,
CHN,ROADACCID,DEATH,NBR,A,2014,58523,
CHN,ROADACCID,DEATH,NBR,A,2015,58022,
CHN,ROADACCID,DEATH,NBR,A,2016,63093,
CHN,ROADACCID,DEATH,NBR,A,2017,63772,
CHN,ROADACCID,DEATH,NBR,A,2018,63194,
UKR,ROADACCID,DEATH,NBR,A,1994,7560,
UKR,ROADACCID,DEATH,NBR,A,1995,7530,
UKR,ROADACCID,DEATH,NBR,A,1996,6631,
UKR,ROADACCID,DEATH,NBR,A,1997,5988,
UKR,ROADACCID,DEATH,NBR,A,1998,5522,
UKR,ROADACCID,DEATH,NBR,A,1999,5269,
UKR,ROADACCID,DEATH,NBR,A,2000,5185,
UKR,ROADACCID,DEATH,NBR,A,2001,5984,
UKR,ROADACCID,DEATH,NBR,A,2002,5982,
UKR,ROADACCID,DEATH,NBR,A,2003,7149,
UKR,ROADACCID,DEATH,NBR,A,2004,6966,
UKR,ROADACCID,DEATH,NBR,A,2005,7229,
UKR,ROADACCID,DEATH,NBR,A,2006,7592,
UKR,ROADACCID,DEATH,NBR,A,2007,9574,
UKR,ROADACCID,DEATH,NBR,A,2008,7718,
UKR,ROADACCID,DEATH,NBR,A,2009,5348,
UKR,ROADACCID,DEATH,NBR,A,2010,4875,
UKR,ROADACCID,DEATH,NBR,A,2011,4908,
UKR,ROADACCID,DEATH,NBR,A,2012,5131,
UKR,ROADACCID,DEATH,NBR,A,2013,4833,
UKR,ROADACCID,DEATH,NBR,A,2014,4439,B
UKR,ROADACCID,DEATH,NBR,A,2015,4003,
UKR,ROADACCID,DEATH,NBR,A,2016,3410,
UKR,ROADACCID,DEATH,NBR,A,2017,3432,
LIE,ROADACCID,DEATH,NBR,A,1994,3,
LIE,ROADACCID,DEATH,NBR,A,1995,2,
LIE,ROADACCID,DEATH,NBR,A,1996,3,
LIE,ROADACCID,DEATH,NBR,A,1997,6,
LIE,ROADACCID,DEATH,NBR,A,1998,0,
LIE,ROADACCID,DEATH,NBR,A,1999,0,
LIE,ROADACCID,DEATH,NBR,A,2000,3,
LIE,ROADACCID,DEATH,NBR,A,2001,2,
LIE,ROADACCID,DEATH,NBR,A,2002,0,
LIE,ROADACCID,DEATH,NBR,A,2003,5,
LIE,ROADACCID,DEATH,NBR,A,2004,1,
LIE,ROADACCID,DEATH,NBR,A,2005,2,
LIE,ROADACCID,DEATH,NBR,A,2006,0,
LIE,ROADACCID,DEATH,NBR,A,2007,0,
LIE,ROADACCID,DEATH,NBR,A,2008,1,
LIE,ROADACCID,DEATH,NBR,A,2009,1,
LIE,ROADACCID,DEATH,NBR,A,2010,0,
LIE,ROADACCID,DEATH,NBR,A,2011,2,
LIE,ROADACCID,DEATH,NBR,A,2012,1,
LIE,ROADACCID,DEATH,NBR,A,2013,2,
LIE,ROADACCID,DEATH,NBR,A,2014,3,
LIE,ROADACCID,DEATH,NBR,A,2015,2,
LIE,ROADACCID,DEATH,NBR,A,2016,0,
LIE,ROADACCID,DEATH,NBR,A,2017,2,
LIE,ROADACCID,DEATH,NBR,A,2018,0,
CHE,ROADACCID,DEATH,NBR,A,1994,679,
CHE,ROADACCID,DEATH,NBR,A,1995,692,
CHE,ROADACCID,DEATH,NBR,A,1996,616,
CHE,ROADACCID,DEATH,NBR,A,1997,587,
CHE,ROADACCID,DEATH,NBR,A,1998,597,
CHE,ROADACCID,DEATH,NBR,A,1999,583,
CHE,ROADACCID,DEATH,NBR,A,2000,592,
CHE,ROADACCID,DEATH,NBR,A,2001,544,
CHE,ROADACCID,DEATH,NBR,A,2002,513,
CHE,ROADACCID,DEATH,NBR,A,2003,546,
CHE,ROADACCID,DEATH,NBR,A,2004,510,
CHE,ROADACCID,DEATH,NBR,A,2005,409,
CHE,ROADACCID,DEATH,NBR,A,2006,370,
CHE,ROADACCID,DEATH,NBR,A,2007,384,
CHE,ROADACCID,DEATH,NBR,A,2008,357,
CHE,ROADACCID,DEATH,NBR,A,2009,349,
CHE,ROADACCID,DEATH,NBR,A,2010,327,
CHE,ROADACCID,DEATH,NBR,A,2011,320,
CHE,ROADACCID,DEATH,NBR,A,2012,339,
CHE,ROADACCID,DEATH,NBR,A,2013,269,
CHE,ROADACCID,DEATH,NBR,A,2014,243,
CHE,ROADACCID,DEATH,NBR,A,2015,253,
CHE,ROADACCID,DEATH,NBR,A,2016,216,
CHE,ROADACCID,DEATH,NBR,A,2017,230,
CHE,ROADACCID,DEATH,NBR,A,2018,233,
CHE,ROADACCID,DEATH,NBR,A,2019,187,
LUX,ROADACCID,DEATH,NBR,A,1994,66,
LUX,ROADACCID,DEATH,NBR,A,1995,70,
LUX,ROADACCID,DEATH,NBR,A,1996,71,
LUX,ROADACCID,DEATH,NBR,A,1997,60,
LUX,ROADACCID,DEATH,NBR,A,1998,57,
LUX,ROADACCID,DEATH,NBR,A,1999,58,
LUX,ROADACCID,DEATH,NBR,A,2000,76,
LUX,ROADACCID,DEATH,NBR,A,2001,70,
LUX,ROADACCID,DEATH,NBR,A,2002,62,
LUX,ROADACCID,DEATH,NBR,A,2003,53,
LUX,ROADACCID,DEATH,NBR,A,2004,50,
LUX,ROADACCID,DEATH,NBR,A,2005,47,
LUX,ROADACCID,DEATH,NBR,A,2006,43,
LUX,ROADACCID,DEATH,NBR,A,2007,45,
LUX,ROADACCID,DEATH,NBR,A,2008,35,
LUX,ROADACCID,DEATH,NBR,A,2009,48,
LUX,ROADACCID,DEATH,NBR,A,2010,32,
LUX,ROADACCID,DEATH,NBR,A,2011,33,
LUX,ROADACCID,DEATH,NBR,A,2012,34,
LUX,ROADACCID,DEATH,NBR,A,2013,45,
LUX,ROADACCID,DEATH,NBR,A,2014,35,
LUX,ROADACCID,DEATH,NBR,A,2015,36,
LUX,ROADACCID,DEATH,NBR,A,2016,32,
LUX,ROADACCID,DEATH,NBR,A,2017,35,
LUX,ROADACCID,DEATH,NBR,A,2018,36,
FIN,ROADACCID,DEATH,NBR,A,1994,480,
FIN,ROADACCID,DEATH,NBR,A,1995,441,
FIN,ROADACCID,DEATH,NBR,A,1996,404,
FIN,ROADACCID,DEATH,NBR,A,1997,438,
FIN,ROADACCID,DEATH,NBR,A,1998,400,
FIN,ROADACCID,DEATH,NBR,A,1999,431,
FIN,ROADACCID,DEATH,NBR,A,2000,396,
FIN,ROADACCID,DEATH,NBR,A,2001,433,
FIN,ROADACCID,DEATH,NBR,A,2002,415,
FIN,ROADACCID,DEATH,NBR,A,2003,379,B
FIN,ROADACCID,DEATH,NBR,A,2004,375,
FIN,ROADACCID,DEATH,NBR,A,2005,379,
FIN,ROADACCID,DEATH,NBR,A,2006,336,
FIN,ROADACCID,DEATH,NBR,A,2007,380,
FIN,ROADACCID,DEATH,NBR,A,2008,344,
FIN,ROADACCID,DEATH,NBR,A,2009,279,
FIN,ROADACCID,DEATH,NBR,A,2010,272,
FIN,ROADACCID,DEATH,NBR,A,2011,292,
FIN,ROADACCID,DEATH,NBR,A,2012,255,
FIN,ROADACCID,DEATH,NBR,A,2013,258,
FIN,ROADACCID,DEATH,NBR,A,2014,229,
FIN,ROADACCID,DEATH,NBR,A,2015,270,
FIN,ROADACCID,DEATH,NBR,A,2016,258,
FIN,ROADACCID,DEATH,NBR,A,2017,238,
FIN,ROADACCID,DEATH,NBR,A,2018,239,
FIN,ROADACCID,DEATH,NBR,A,2019,211,P
MNE,ROADACCID,DEATH,NBR,A,2005,95,
MNE,ROADACCID,DEATH,NBR,A,2006,85,
MNE,ROADACCID,DEATH,NBR,A,2007,122,
MNE,ROADACCID,DEATH,NBR,A,2008,112,
MNE,ROADACCID,DEATH,NBR,A,2009,100,
MNE,ROADACCID,DEATH,NBR,A,2010,95,
MNE,ROADACCID,DEATH,NBR,A,2011,58,
MNE,ROADACCID,DEATH,NBR,A,2012,46,
MNE,ROADACCID,DEATH,NBR,A,2013,74,
MNE,ROADACCID,DEATH,NBR,A,2014,65,
MNE,ROADACCID,DEATH,NBR,A,2015,51,
MNE,ROADACCID,DEATH,NBR,A,2016,65,
MNE,ROADACCID,DEATH,NBR,A,2017,63,
ITA,ROADACCID,DEATH,NBR,A,1994,7104,
ITA,ROADACCID,DEATH,NBR,A,1995,7033,
ITA,ROADACCID,DEATH,NBR,A,1996,6688,
ITA,ROADACCID,DEATH,NBR,A,1997,6724,
ITA,ROADACCID,DEATH,NBR,A,1998,6849,
ITA,ROADACCID,DEATH,NBR,A,1999,6688,
ITA,ROADACCID,DEATH,NBR,A,2000,7061,
ITA,ROADACCID,DEATH,NBR,A,2001,7096,
ITA,ROADACCID,DEATH,NBR,A,2002,6980,
ITA,ROADACCID,DEATH,NBR,A,2003,6563,
ITA,ROADACCID,DEATH,NBR,A,2004,6122,
ITA,ROADACCID,DEATH,NBR,A,2005,5818,
ITA,ROADACCID,DEATH,NBR,A,2006,5669,
ITA,ROADACCID,DEATH,NBR,A,2007,5131,
ITA,ROADACCID,DEATH,NBR,A,2008,4725,
ITA,ROADACCID,DEATH,NBR,A,2009,4237,
ITA,ROADACCID,DEATH,NBR,A,2010,4114,
ITA,ROADACCID,DEATH,NBR,A,2011,3860,
ITA,ROADACCID,DEATH,NBR,A,2012,3753,
ITA,ROADACCID,DEATH,NBR,A,2013,3401,
ITA,ROADACCID,DEATH,NBR,A,2014,3381,
ITA,ROADACCID,DEATH,NBR,A,2015,3428,
ITA,ROADACCID,DEATH,NBR,A,2016,3283,
ITA,ROADACCID,DEATH,NBR,A,2017,3378,
ITA,ROADACCID,DEATH,NBR,A,2018,3325,
ITA,ROADACCID,DEATH,NBR,A,2019,3173,
POL,ROADACCID,DEATH,NBR,A,1994,6744,
POL,ROADACCID,DEATH,NBR,A,1995,6900,
POL,ROADACCID,DEATH,NBR,A,1996,6359,
POL,ROADACCID,DEATH,NBR,A,1997,7312,
POL,ROADACCID,DEATH,NBR,A,1998,7080,
POL,ROADACCID,DEATH,NBR,A,1999,6730,
POL,ROADACCID,DEATH,NBR,A,2000,6294,
POL,ROADACCID,DEATH,NBR,A,2001,5534,
POL,ROADACCID,DEATH,NBR,A,2002,5827,
POL,ROADACCID,DEATH,NBR,A,2003,5640,
POL,ROADACCID,DEATH,NBR,A,2004,5712,
POL,ROADACCID,DEATH,NBR,A,2005,5444,
